Timestamp,EMG_Value
1744797700.966353,57
1744797701.0206409,60
1744797701.0712957,54
1744797701.1189878,77
1744797701.163376,81
1744797701.2109354,104
1744797701.258771,80
1744797701.321635,100
1744797701.369652,91
1744797701.4176233,100
1744797701.4650679,117
1744797701.528035,136
1744797701.578116,134
1744797701.628298,225
1744797701.672918,253
1744797701.7185853,212
1744797701.7683768,261
1744797701.8297572,213
1744797701.8774357,114
1744797701.924496,66
1744797701.9796212,55
1744797702.0292792,55
1744797702.0685172,56
1744797702.1311617,51
1744797702.1787994,46
1744797702.2261062,40
1744797702.27362,31
1744797702.3332055,41
1744797702.3830268,32
1744797702.4327986,33
1744797702.4805977,40
1744797702.5302167,87
1744797702.5753505,70
1744797702.6228302,88
1744797702.6881514,114
1744797702.738112,173
1744797702.7816956,199
1744797702.829561,273
1744797702.885635,261
1744797702.924989,249
1744797702.9882987,270
1744797703.04115,284
1744797703.08454,269
1744797703.1321688,265
1744797703.19164,284
1744797703.2418323,251
1744797703.289388,343
1744797703.3410432,338
1744797703.3847451,256
1744797703.444223,206
1744797703.4955263,180
1744797703.5451677,125
1744797703.5948305,91
1744797703.6381345,62
1744797703.6851413,46
1744797703.7348738,88
1744797703.7962966,137
1744797703.843749,162
1744797703.8950746,239
1744797703.9391246,333
1744797703.9866374,361
1744797704.0492718,354
1744797704.099918,339
1744797704.1470184,308
1744797704.2001116,352
1744797704.2511344,429
1744797704.2868793,335
1744797704.3524745,163
1744797704.4016194,90
1744797704.444699,84
1744797704.4927053,93
1744797704.5539198,145
1744797704.604263,193
1744797704.6520128,220
1744797704.699901,275
1744797704.7447746,312
1744797704.8079991,333
1744797704.857324,303
1744797704.9028964,289
1744797704.9509525,247
1744797704.9985034,218
1744797705.049904,138
1744797705.109525,106
1744797705.1569076,92
1744797705.2079024,175
1744797705.2531717,206
1744797705.3101234,279
1744797705.3609967,327
1744797705.4013758,427
1744797705.452768,380
1744797705.513878,322
1744797705.559418,240
1744797705.6073897,202
1744797705.6548629,211
1744797705.7029085,189
1744797705.766425,208
1744797705.816697,236
1744797705.8623495,215
1744797705.9095156,243
1744797705.956839,232
1744797706.0183685,182
1744797706.068646,103
1744797706.1175952,93
1744797706.1653724,99
1744797706.2109654,96
1744797706.258385,88
1744797706.3058734,82
1744797706.3687828,81
1744797706.4178164,82
1744797706.4665442,75
1744797706.5118723,66
1744797706.560983,73
1744797706.6230288,91
1744797706.6742861,119
1744797706.7180586,135
1744797706.7756338,160
1744797706.8133452,173
1744797706.8611188,161
1744797706.9250693,148
1744797706.973036,148
1744797707.0210302,163
1744797707.070719,143
1744797707.1176765,130
1744797707.1805913,113
1744797707.2279549,108
1744797707.2807086,104
1744797707.3224514,92
1744797707.371963,83
1744797707.4187386,90
1744797707.4815638,104
1744797707.5329754,118
1744797707.5768545,114
1744797707.624037,181
1744797707.672009,289
1744797707.7197227,319
1744797707.7819464,303
1744797707.8297718,538
1744797707.8775403,514
1744797707.9329445,426
1744797707.9722521,408
1744797708.0357084,422
1744797708.0848517,412
1744797708.1304386,359
1744797708.178,392
1744797708.2253773,374
1744797708.2885804,349
1744797708.335862,337
1744797708.3833764,221
1744797708.4319885,158
1744797708.4802096,105
1744797708.5259137,86
1744797708.5891554,81
1744797708.6364248,73
1744797708.6856105,89
1744797708.7409751,122
1744797708.793427,164
1744797708.8424816,148
1744797708.8903785,166
1744797708.9435318,185
1744797708.9850442,198
1744797709.032935,226
1744797709.0963593,233
1744797709.1439245,266
1744797709.1916864,271
1744797709.239605,239
1744797709.287267,234
1744797709.3347907,197
1744797709.4005418,179
1744797709.4497876,167
1744797709.495427,160
1744797709.5411334,154
1744797709.6007698,145
1744797709.6524348,143
1744797709.701571,149
1744797709.7530215,149
1744797709.7948432,118
1744797709.841961,112
1744797709.889386,98
1744797709.9551225,107
1744797710.0028946,120
1744797710.052404,164
1744797710.0980868,203
1744797710.1501534,232
1744797710.2079546,238
1744797710.2559261,249
1744797710.3038645,241
1744797710.351836,217
1744797710.399477,252
1744797710.4524164,200
1744797710.5022485,156
1744797710.559402,131
1744797710.6048324,109
1744797710.6522994,97
1744797710.7018738,87
1744797710.752443,82
1744797710.8117492,72
1744797710.8592868,64
1744797710.906842,58
1744797710.9543834,54
1744797711.0018125,40
1744797711.064994,57
1744797711.1125836,71
1744797711.1638255,82
1744797711.2111418,96
1744797711.2628608,110
1744797711.3179867,166
1744797711.3671787,198
1744797711.4131444,214
1744797711.460639,227
1744797711.508299,230
1744797711.5562744,230
1744797711.619982,224
1744797711.6679778,217
1744797711.7156026,216
1744797711.768741,223
1744797711.8209474,237
1744797711.8721733,242
1744797711.923508,210
1744797711.971001,194
1744797712.0207133,207
1744797712.0694761,227
1744797712.1245048,220
1744797712.1759021,217
1744797712.2208536,220
1744797712.2683353,230
1744797712.325727,230
1744797712.368913,236
1744797712.4269762,242
1744797712.4788992,249
1744797712.5224202,255
1744797712.5711534,262
1744797712.6196542,260
1744797712.6811106,262
1744797712.7291036,262
1744797712.7768729,262
1744797712.8244522,262
1744797712.8816602,252
1744797712.9204004,246
1744797712.984196,232
1744797713.0336523,244
1744797713.083112,233
1744797713.129557,230
1744797713.174512,232
1744797713.2219665,235
1744797713.28563,245
1744797713.3333826,242
1744797713.3805373,250
1744797713.436602,259
1744797713.4878993,217
1744797713.5239034,207
1744797713.5875316,210
1744797713.637471,195
1744797713.6843786,184
1744797713.7304535,203
1744797713.7784474,240
1744797713.842239,267
1744797713.8920808,222
1744797713.9373846,192
1744797713.984977,112
1744797714.0324898,97
1744797714.0854998,98
1744797714.1436446,112
1744797714.195026,141
1744797714.2446222,155
1744797714.2859223,148
1744797714.3426034,148
1744797714.388166,153
1744797714.446194,155
1744797714.4925585,185
1744797714.5404627,191
1744797714.5881283,225
1744797714.6361134,271
1744797714.6995275,260
1744797714.74771,239
1744797714.7950442,224
1744797714.8497047,217
1744797714.8901148,217
1744797714.9516308,224
1744797715.002638,226
1744797715.0519967,230
1744797715.0954528,216
1744797715.142814,209
1744797715.191598,204
1744797715.253238,195
1744797715.2905426,213
1744797715.3542495,253
1744797715.4005291,222
1744797715.447812,216
1744797715.4950595,214
1744797715.5428421,211
1744797715.6067607,216
1744797715.6588442,219
1744797715.7018228,213
1744797715.7506921,211
1744797715.8023198,207
1744797715.860722,196
1744797715.9110725,215
1744797715.9600844,240
1744797716.0112584,262
1744797716.0607164,280
1744797716.0981581,276
1744797716.1617455,285
1744797716.2091558,280
1744797716.2571392,310
1744797716.3042474,286
1744797716.3520713,270
1744797716.4155552,244
1744797716.4632926,246
1744797716.5102928,239
1744797716.5577502,247
1744797716.605713,262
1744797716.6671731,247
1744797716.7185493,250
1744797716.7664027,253
1744797716.812271,212
1744797716.8599684,160
1744797716.9074821,145
1744797716.9707708,148
1744797717.020013,159
1744797717.0653138,176
1744797717.1165512,193
1744797717.1605191,202
1744797717.2242172,199
1744797717.2713945,180
1744797717.3188646,162
1744797717.3660243,148
1744797717.4185498,144
1744797717.4612563,164
1744797717.5253274,193
1744797717.5770833,206
1744797717.6267173,232
1744797717.6682556,215
1744797717.7280521,221
1744797717.7778654,237
1744797717.8252525,241
1744797717.873064,233
1744797717.9204187,239
1744797717.9683914,245
1744797718.0236359,259
1744797718.0817232,246
1744797718.1271942,239
1744797718.1805663,218
1744797718.2222788,176
1744797718.2692733,177
1744797718.3321595,179
1744797718.38183,167
1744797718.4276013,172
1744797718.4748902,178
1744797718.5342784,181
1744797718.5850773,183
1744797718.6340353,176
1744797718.683039,179
1744797718.729459,182
1744797718.7758503,188
1744797718.823718,195
1744797718.8883245,202
1744797718.9344413,203
1744797718.9838638,208
1744797719.0403807,213
1744797719.086626,228
1744797719.141439,244
1744797719.1906612,275
1744797719.2370207,275
1744797719.284537,274
1744797719.3356261,270
1744797719.385223,272
1744797719.442933,266
1744797719.4899318,277
1744797719.539985,267
1744797719.585059,249
1744797719.634982,258
1744797719.6968963,238
1744797719.7466514,205
1744797719.794566,207
1744797719.8399918,183
1744797719.8874853,147
1744797719.934648,131
1744797719.9985356,117
1744797720.045244,113
1744797720.094336,113
1744797720.1492093,113
1744797720.1866312,118
1744797720.25204,123
1744797720.2921715,134
1744797720.3380027,139
1744797720.4015594,149
1744797720.4498363,157
1744797720.501436,168
1744797720.5499551,176
1744797720.5904043,162
1744797720.6537018,144
1744797720.7037652,172
1744797720.7533095,181
1744797720.806686,158
1744797720.8453681,215
1744797720.9069538,242
1744797720.9546947,214
1744797721.0015528,223
1744797721.0594196,235
1744797721.0969164,256
1744797721.160481,275
1744797721.208,290
1744797721.2583008,313
1744797721.3028035,329
1744797721.3559496,339
1744797721.4010396,356
1744797721.4624877,331
1744797721.5104082,284
1744797721.5578072,252
1744797721.6133156,256
1744797721.652696,276
1744797721.7162235,300
1744797721.7657282,309
1744797721.8153105,315
1744797721.859099,321
1744797721.916487,301
1744797721.955363,274
1744797722.0172176,249
1744797722.0680826,225
1744797722.112426,227
1744797722.1676939,234
1744797722.2186425,223
1744797722.255627,217
1744797722.3195305,227
1744797722.3655427,235
1744797722.4215088,235
1744797722.4631922,224
1744797722.5242083,240
1744797722.5718293,279
1744797722.6193733,334
1744797722.667168,352
1744797722.7146893,356
1744797722.7617471,364
1744797722.825054,366
1744797722.8728442,367
1744797722.9203374,367
1744797722.9678416,339
1744797723.017153,328
1744797723.068724,319
1744797723.128822,314
1744797723.1747377,307
1744797723.2298152,330
1744797723.2693057,349
1744797723.3307667,347
1744797723.3819573,345
1744797723.4322972,329
1744797723.4744852,315
1744797723.5219877,294
1744797723.5695307,281
1744797723.6332555,232
1744797723.6826768,215
1744797723.7283452,220
1744797723.7858315,206
1744797723.835738,194
1744797723.8712115,199
1744797723.934338,194
1744797723.9879513,195
1744797724.0291717,181
1744797724.0768435,172
1744797724.1265297,174
1744797724.187996,191
1744797724.2359276,207
1744797724.2852297,205
1744797724.3406632,218
1744797724.3782115,224
1744797724.4414496,199
1744797724.4913702,182
1744797724.5369804,160
1744797724.5862646,142
1744797724.6346407,131
1744797724.6812103,126
1744797724.7431023,123
1744797724.7909017,105
1744797724.83827,95
1744797724.8859613,87
1744797724.9337137,87
1744797724.983315,85
1744797725.0448694,86
1744797725.0936396,77
1744797725.1457212,74
1744797725.1955652,71
1744797725.2454517,69
1744797725.2971356,68
1744797725.3482826,67
1744797725.397519,66
1744797725.4490938,65
1744797725.499261,65
1744797725.5485086,64
1744797725.591391,61
1744797725.6496067,58
1744797725.6972473,61
1744797725.750851,57
1744797725.798721,58
1744797725.8461926,52
1744797725.9012406,53
1744797725.9408004,46
1744797726.0036812,45
1744797726.0532055,43
1744797726.09869,41
1744797726.148993,32
1744797726.194143,46
1744797726.2571666,62
1744797726.3064833,83
1744797726.3560162,112
1744797726.4091344,115
1744797726.4513657,119
1744797726.5091786,105
1744797726.559072,110
1744797726.6060574,74
1744797726.6535864,61
1744797726.7025573,53
1744797726.7502384,48
1744797726.8118222,44
1744797726.8619332,55
1744797726.9120219,65
1744797726.9541438,65
1744797727.0016098,51
1744797727.0508292,46
1744797727.11362,142
1744797727.1643577,101
1744797727.20963,70
1744797727.257111,47
1744797727.304569,32
1744797727.352824,29
1744797727.4170308,32
1744797727.4662797,30
1744797727.5171537,32
1744797727.5587332,23
1744797727.6177628,23
1744797727.6672664,23
1744797727.7183692,24
1744797727.7697084,23
1744797727.8190715,24
1744797727.870402,25
1744797727.920286,31
1744797727.9716618,28
1744797728.018512,27
1744797728.0714784,25
1744797728.1110342,24
1744797728.1618974,24
1744797728.2212465,25
1744797728.2692075,38
1744797728.31801,37
1744797728.3688686,66
1744797728.420146,87
1744797728.476372,188
1744797728.5280745,285
1744797728.5714645,279
1744797728.618723,210
1744797728.666063,144
1744797728.7187645,113
1744797728.777266,97
1744797728.824601,91
1744797728.8767617,79
1744797728.924418,71
1744797728.9683552,67
1744797729.0310097,70
1744797729.0800636,73
1744797729.1283293,98
1744797729.1772485,178
1744797729.222948,180
1744797729.2689419,157
1744797729.3326597,129
1744797729.380269,92
1744797729.4277973,79
1744797729.4752653,64
1744797729.532976,66
1744797729.5804393,64
1744797729.6358716,71
1744797729.6832304,77
1744797729.7292607,77
1744797729.7768552,74
1744797729.8244815,83
1744797729.8880994,84
1744797729.9353275,94
1744797729.9829645,101
1744797730.0391686,94
1744797730.083605,106
1744797730.140993,107
1744797730.1915228,116
1744797730.2377582,109
1744797730.2927237,114
1744797730.3430583,92
1744797730.3902495,87
1744797730.4372516,75
1744797730.4849658,76
1744797730.5323234,67
1744797730.5938785,72
1744797730.6450675,66
1744797730.6887643,70
1744797730.7391388,66
1744797730.7891517,72
1744797730.8463447,72
1744797730.8980088,68
1744797730.9416487,70
1744797730.989393,74
1744797731.0470743,85
1744797731.0845037,80
1744797731.149752,88
1744797731.1956263,129
1744797731.2451978,156
1744797731.2926223,200
1744797731.3523672,202
1744797731.4010642,191
1744797731.4521742,155
1744797731.4995456,123
1744797731.5428789,115
1744797731.5998712,94
1744797731.6540673,97
1744797731.701547,94
1744797731.750617,94
1744797731.7979822,82
1744797731.8438258,87
1744797731.9073262,83
1744797731.9545488,82
1744797732.0025482,81
1744797732.0504973,81
1744797732.105436,77
1744797732.152502,79
1744797732.208328,76
1744797732.256157,76
1744797732.30746,75
1744797732.3511772,73
1744797732.409051,73
1744797732.4476507,71
1744797732.511556,73
1744797732.561891,69
1744797732.606789,74
1744797732.6589735,70
1744797732.7120135,77
1744797732.7520194,69
1744797732.8131251,76
1744797732.8638947,70
1744797732.9116735,76
1744797732.9621334,72
1744797733.0139275,75
1744797733.0514147,70
1744797733.1150384,76
1744797733.1665802,72
1744797733.2095358,74
1744797733.265701,73
1744797733.3131044,73
1744797733.3677063,73
1744797733.4156916,74
1744797733.4687493,73
1744797733.5168924,74
1744797733.5600138,74
1744797733.6196883,73
1744797733.669752,73
1744797733.7168064,68
1744797733.764751,73
1744797733.8200533,70
1744797733.8595886,76
1744797733.9231808,69
1744797733.9724789,78
1744797734.0180755,72
1744797734.0710046,80
