Timestamp,EMG_Value
1744798294.7674527,248
1744798294.8310602,245
1744798294.8822756,249
1744798294.9260852,248
1744798294.9736135,238
1744798295.0214267,240
1744798295.084705,240
1744798295.132565,243
1744798295.181602,241
1744798295.2276056,225
1744798295.2833128,213
1744798295.336702,189
1744798295.3860614,177
1744798295.4342313,173
1744798295.4820993,187
1744798295.5289996,198
1744798295.5765784,198
1744798295.6402273,208
1744798295.6880283,205
1744798295.737909,213
1744798295.7835207,199
1744798295.8310864,184
1744798295.8784528,168
1744798295.9427052,160
1744798295.9930253,157
1744798296.0430849,166
1744798296.093773,174
1744798296.1454961,195
1744798296.191734,196
1744798296.2361765,190
1744798296.283576,159
1744798296.347125,152
1744798296.394743,139
1744798296.4471464,138
1744798296.496318,129
1744798296.5379105,119
1744798296.597606,116
1744798296.6491141,118
1744798296.6962707,120
1744798296.7479675,137
1744798296.7907746,148
1744798296.841704,140
1744798296.902194,137
1744798296.949772,127
1744798297.0003061,125
1744798297.0457559,116
1744798297.093614,121
1744798297.1536586,118
1744798297.194201,122
1744798297.255108,115
1744798297.2998676,126
1744798297.3540084,121
1744798297.3952053,128
1744798297.4425745,122
1744798297.5083802,125
1744798297.5538547,122
1744798297.6016996,123
1744798297.65084,117
1744798297.6967442,118
1744798297.760436,117
1744798297.8099842,112
1744798297.860377,111
1744798297.9096928,108
1744798297.9512215,111
1744798298.0002801,113
1744798298.0618937,118
1744798298.1132011,111
1744798298.158488,117
1744798298.2045946,114
1744798298.252596,123
1744798298.3141267,121
1744798298.363769,122
1744798298.4114065,117
1744798298.4591198,125
1744798298.5085769,129
1744798298.5560782,126
1744798298.6178863,115
1744798298.6653993,125
1744798298.718894,129
1744798298.7643778,144
1744798298.8103564,154
1744798298.8711448,134
1744798298.9190166,121
1744798298.967002,117
1744798299.0164435,110
1744798299.070734,112
1744798299.122016,125
1744798299.1575894,143
1744798299.2213786,150
1744798299.2687588,164
1744798299.323963,156
1744798299.3634098,141
1744798299.411385,155
1744798299.475452,165
1744798299.5257058,188
1744798299.5758421,203
1744798299.6186976,211
1744798299.666375,256
1744798299.716109,247
1744798299.7777574,247
1744798299.825134,260
1744798299.8718913,247
1744798299.9194965,246
1744798299.9673874,243
1744798300.0310698,243
1744798300.0807884,246
1744798300.1265328,248
1744798300.1740265,247
1744798300.2250123,245
1744798300.2698104,249
1744798300.33302,243
1744798300.3823144,238
1744798300.4284275,245
1744798300.4771938,234
1744798300.535481,236
1744798300.5869691,230
1744798300.6365304,236
1744798300.6837099,237
1744798300.729636,241
1744798300.777002,236
1744798300.8285594,244
1744798300.889563,246
1744798300.9357615,247
1744798300.9865978,241
1744798301.0405684,254
1744798301.080949,258
1744798301.1423101,259
1744798301.1916506,256
1744798301.2361603,257
1744798301.283963,257
1744798301.3315277,254
1744798301.3793821,239
1744798301.443163,220
1744798301.494784,219
1744798301.5386,213
1744798301.5860348,206
1744798301.647357,205
1744798301.6965306,188
1744798301.7436497,174
1744798301.7927382,184
1744798301.8402903,158
1744798301.8867543,167
1744798301.950151,171
1744798301.9992483,240
1744798302.050516,423
1744798302.0937114,443
1744798302.148583,416
1744798302.1870267,435
1744798302.2520294,422
1744798302.3021727,414
1744798302.346177,403
1744798302.3965163,374
1744798302.442465,368
1744798302.504517,358
1744798302.5522213,344
1744798302.600175,338
1744798302.6476593,462
1744798302.6956527,497
1744798302.7431357,414
1744798302.807374,376
1744798302.8569481,352
1744798302.9048388,325
1744798302.950649,337
1744798302.9986153,328
1744798303.045901,349
1744798303.1094446,312
1744798303.158976,314
1744798303.2046945,305
1744798303.2522345,291
1744798303.2996576,299
1744798303.3628154,289
1744798303.4102962,294
1744798303.458015,274
1744798303.5137289,282
1744798303.5635908,298
1744798303.6007864,284
1744798303.6643023,262
1744798303.71172,265
1744798303.7598097,249
1744798303.8080082,225
1744798303.865378,231
1744798303.903153,243
1744798303.9685645,263
1744798304.014819,288
1744798304.0623167,302
1744798304.1123495,344
1744798304.1578374,325
1744798304.2213662,298
1744798304.2688172,252
1744798304.3221788,225
1744798304.3713028,204
1744798304.4111965,196
1744798304.4586267,203
1744798304.5219264,223
1744798304.5717943,228
1744798304.619843,232
1744798304.664616,229
1744798304.7173066,208
1744798304.7760599,191
1744798304.8249643,164
1744798304.8704133,162
1744798304.918023,173
1744798304.9658053,175
1744798305.0294213,202
1744798305.0769458,204
1744798305.1298091,204
1744798305.1726418,188
1744798305.2283876,174
1744798305.2683158,172
1744798305.331725,181
1744798305.379033,216
1744798305.4286242,245
1744798305.474389,288
1744798305.524894,318
1744798305.5695643,318
1744798305.6354296,307
1744798305.6803796,294
1744798305.7278788,290
1744798305.7756124,290
1744798305.8233645,289
1744798305.8865602,279
1744798305.936345,284
1744798305.9881938,280
1744798306.0374336,278
1744798306.0792394,282
1744798306.1394923,283
1744798306.1891115,281
1744798306.2387395,280
1744798306.2876685,308
1744798306.3338866,319
1744798306.3843338,255
1744798306.429658,226
1744798306.4776099,187
1744798306.5413742,177
1744798306.5891418,179
1744798306.6380565,197
1744798306.6921015,210
1744798306.732051,212
1744798306.7915282,189
1744798306.8433833,228
1744798306.8912156,176
1744798306.9385588,156
1744798306.9864867,144
1744798307.0340805,147
1744798307.0980747,143
1744798307.1471884,149
1744798307.195005,149
1744798307.2417421,150
1744798307.2997475,164
1744798307.3512237,175
1744798307.398969,213
1744798307.4469168,253
1744798307.4945438,263
1744798307.5423274,273
1744798307.5917299,289
1744798307.6415248,308
1744798307.703873,340
1744798307.7492375,375
1744798307.7968926,461
1744798307.8447382,558
1744798307.8928158,691
1744798307.9565847,848
1744798308.0065436,1009
1744798308.0508692,1023
1744798308.1087236,1023
1744798308.1460347,1023
1744798308.2094772,1023
1744798308.2572021,1023
1744798308.3046386,1023
1744798308.3519926,1023
1744798308.4115849,1023
1744798308.4626918,1023
1744798308.5101898,1023
1744798308.5603938,1023
1744798308.6132808,1023
1744798308.6528924,1023
1744798308.7108414,1023
1744798308.7643292,1023
1744798308.8123446,1023
1744798308.862452,1023
1744798308.9069223,1023
1744798308.9683812,1023
1744798309.0197682,1023
1744798309.065078,1023
1744798309.112762,1023
1744798309.1701443,1023
1744798309.2197006,1023
1744798309.2708182,1023
1744798309.3225472,1023
1744798309.3704958,1023
1744798309.4216688,1023
1744798309.462229,1023
1744798309.5244527,1023
1744798309.572227,1023
1744798309.6201844,1023
1744798309.6674979,671
1744798309.7149668,378
1744798309.7622323,246
1744798309.825753,186
1744798309.874571,162
1744798309.9231946,157
1744798309.968877,145
1744798310.0167148,143
1744798310.0641756,144
1744798310.1286256,133
1744798310.1785188,125
1744798310.2250118,139
1744798310.2697291,133
1744798310.31708,133
1744798310.3803897,138
1744798310.4279115,147
1744798310.4770515,137
1744798310.5234637,139
1744798310.5832906,139
1744798310.6198978,150
1744798310.684321,136
1744798310.7339485,134
1744798310.777778,133
1744798310.8251095,134
1744798310.8748496,131
1744798310.9351318,131
1744798310.9852755,132
1744798311.0327597,132
1744798311.0839624,134
1744798311.1374495,143
1744798311.18709,135
1744798311.2383099,135
1744798311.286236,133
1744798311.3336556,130
1744798311.3808827,131
1744798311.432155,130
1744798311.476133,143
1744798311.5395968,138
1744798311.5871742,138
1744798311.6343675,135
1744798311.692481,139
1744798311.7302778,133
1744798311.7934802,133
1744798311.841392,142
1744798311.8952057,141
1744798311.936852,143
1744798311.9848256,142
1744798312.032352,128
1744798312.095387,123
1744798312.1429112,139
1744798312.1929338,126
1744798312.2409604,127
1744798312.2858887,132
1744798312.3480275,134
1744798312.3975043,138
1744798312.445038,136
1744798312.4949417,135
1744798312.540411,134
1744798312.5879889,139
1744798312.6515195,137
1744798312.6991432,132
1744798312.7465267,134
1744798312.7938967,129
1744798312.8424492,131
1744798312.9049072,132
1744798312.9525263,136
1744798313.0049803,130
1744798313.0554712,132
1744798313.0950272,129
1744798313.1570542,126
1744798313.2063568,121
1744798313.258161,124
1744798313.3077404,129
1744798313.3490071,124
1744798313.4079177,120
1744798313.4595501,119
1744798313.507515,120
1744798313.5543904,124
1744798313.6021764,120
1744798313.6496067,121
1744798313.697502,124
1744798313.7630885,123
1744798313.8085716,123
1744798313.8563583,122
1744798313.912339,126
1744798313.9515262,117
1744798314.014766,124
1744798314.0621436,118
1744798314.1101694,122
1744798314.1593447,120
1744798314.2175064,121
1744798314.2547066,117
1744798314.3166347,121
1744798314.364162,119
1744798314.4111774,121
1744798314.458724,121
1744798314.5081463,118
1744798314.5709321,120
1744798314.621309,121
1744798314.6647642,121
1744798314.7166715,117
1744798314.76297,121
1744798314.8097994,117
1744798314.8721836,121
1744798314.923574,119
1744798314.9671903,126
1744798315.0216172,122
1744798315.0625625,127
1744798315.1259274,119
1744798315.1753595,124
1744798315.221136,121
1744798315.2688224,125
1744798315.3269267,117
1744798315.3772826,120
1744798315.427274,116
1744798315.47818,119
1744798315.51964,125
1744798315.5671215,122
1744798315.63082,123
1744798315.6787164,126
1744798315.7323322,123
1744798315.7758656,126
1744798315.8217702,125
1744798315.8773525,124
1744798315.9328334,126
1744798315.980918,122
1744798316.0326958,126
1744798316.0840142,122
1744798316.1352496,124
1744798316.1864734,117
1744798316.2362921,124
1744798316.2839105,115
1744798316.3289213,118
1744798316.3769257,120
1744798316.4267478,122
1744798316.488387,131
1744798316.5357773,129
1744798316.5837696,123
1744798316.6314337,126
1744798316.6853395,123
1744798316.740709,124
1744798316.791478,123
1744798316.8415596,126
1744798316.891056,128
1744798316.9417388,122
1744798316.9927742,123
1744798317.0433247,124
1744798317.0914657,124
1744798317.1390824,126
1744798317.1867535,124
1744798317.2341676,120
1744798317.291574,125
1744798317.3459573,120
1744798317.393473,122
1744798317.4414978,118
1744798317.4868586,122
1744798317.5359347,123
1744798317.599305,124
1744798317.6444554,118
1744798317.6995182,118
1744798317.7488167,119
1744798317.800462,118
1744798317.851649,119
1744798317.8973382,115
1744798317.9528654,117
1744798317.9922678,118
1744798318.0524268,118
1744798318.1038265,121
1744798318.1536293,119
1744798318.1988504,116
1744798318.2464461,120
1744798318.2959502,118
1744798318.344318,123
1744798318.4046323,116
1744798318.4519444,118
1744798318.5076058,120
1744798318.5573494,134
1744798318.606936,129
1744798318.6583693,133
1744798318.7105076,132
1744798318.759892,134
1744798318.8080692,129
1744798318.8517718,143
1744798318.8970416,137
1744798318.9611082,142
1744798319.0100722,140
1744798319.0625908,140
1744798319.1139162,149
1744798319.1511967,140
1744798319.2146404,140
1744798319.265746,136
1744798319.3097558,134
1744798319.359485,134
1744798319.4080472,136
1744798319.4581177,140
1744798319.516395,139
1744798319.563963,129
1744798319.611459,136
1744798319.6607847,134
1744798319.7188103,139
1744798319.7706678,132
1744798319.817396,136
1744798319.8669631,135
1744798319.9203558,140
1744798319.9599788,139
1744798320.0217342,135
1744798320.0702384,132
1744798320.1185148,136
1744798320.166058,171
1744798320.2129812,160
1744798320.2750945,148
1744798320.324563,144
1744798320.374526,139
1744798320.420009,135
1744798320.470148,136
1744798320.515102,134
1744798320.562572,137
1744798320.626385,130
1744798320.6762438,137
1744798320.7295296,129
1744798320.7790267,130
1744798320.8273978,132
1744798320.879851,133
1744798320.9301302,138
1744798320.9765418,134
1744798321.0247455,136
1744798321.0699558,129
1744798321.11755,129
1744798321.1807399,133
1744798321.2282443,134
1744798321.2757094,130
1744798321.3235877,133
1744798321.3704927,136
1744798321.435339,139
1744798321.480734,136
1744798321.5282478,143
1744798321.5758142,142
1744798321.635975,150
1744798321.687187,142
1744798321.7371395,144
1744798321.7887475,130
1744798321.8302286,136
1744798321.8777587,128
1744798321.9251978,126
1744798321.9914196,125
1744798322.0413816,128
1744798322.0918286,124
1744798322.1344793,130
1744798322.180113,125
1744798322.242908,124
1744798322.290669,122
1744798322.3435369,122
1744798322.3946629,129
1744798322.4330137,125
1744798322.4943938,124
1744798322.5452435,124
1744798322.5918276,131
1744798322.6397781,126
1744798322.6939151,137
1744798322.7348235,136
1744798322.787292,142
1744798322.8474236,139
1744798322.8923166,142
1744798322.9402866,138
1744798322.9997919,135
1744798323.0512855,144
1744798323.1007679,136
1744798323.1495357,129
1744798323.2016754,129
1744798323.2515163,127
1744798323.3008077,122
1744798323.3543983,123
1744798323.4038131,128
1744798323.455412,127
1744798323.4965677,121
1744798323.5480802,125
1744798323.591581,120
1744798323.6553519,130
1744798323.7029054,125
1744798323.7507646,130
1744798323.798379,123
1744798323.846349,125
1744798323.895908,123
1744798323.9582877,125
1744798324.008013,119
1744798324.0527673,121
1744798324.0998611,117
1744798324.159712,120
1744798324.2107303,120
1744798324.2624583,125
1744798324.3080215,130
1744798324.3629043,131
1744798324.4003925,134
1744798324.4640396,129
1744798324.5155482,128
1744798324.558867,125
1744798324.612967,129
1744798324.654475,124
1744798324.7160287,129
1744798324.767103,128
1744798324.8125362,130
1744798324.8600397,125
1744798324.9183502,128
1744798324.9553983,129
1744798325.0190787,135
1744798325.0686295,130
1744798325.1189806,128
1744798325.1703002,124
1744798325.2202086,134
1744798325.2589355,126
1744798325.3214123,132
1744798325.3684876,129
1744798325.416039,134
1744798325.464913,130
1744798325.509911,128
1744798325.5748198,128
1744798325.6205812,126
1744798325.6695027,125
1744798325.7155151,123
1744798325.763042,131
1744798325.8266914,132
1744798325.8775084,138
1744798325.928255,139
1744798325.9767842,144
1744798326.0285733,137
1744798326.074673,140
1744798326.119992,134
1744798326.1674533,129
1744798326.2312586,122
1744798326.2806892,122
1744798326.3322904,117
1744798326.3754542,122
1744798326.4246001,122
1744798326.4773633,125
1744798326.5326872,123
1744798326.5822728,121
1744798326.6301556,120
1744798326.675604,120
1744798326.7235868,121
1744798326.7745733,121
1744798326.834666,121
1744798326.8861642,122
1744798326.9315472,123
1744798326.977173,118
1744798327.026605,123
1744798327.0884895,118
1744798327.1361322,123
1744798327.1836054,115
1744798327.2337475,120
1744798327.2791598,118
1744798327.3265347,118
1744798327.391991,114
1744798327.4425142,119
1744798327.4927201,115
1744798327.5331526,117
1744798327.5930204,115
1744798327.6438391,114
1744798327.6915522,116
1744798327.7412636,115
1744798327.7944632,119
1744798327.8336384,115
1744798327.8972614,121
1744798327.9470944,116
1744798327.9934552,119
1744798328.0416565,116
1744798328.0990603,120
1744798328.1487465,116
1744798328.1979003,116
1744798328.249421,115
1744798328.2933013,116
1744798328.351108,112
1744798328.3885968,118
1744798328.4517846,113
1744798328.499786,121
1744798328.551954,113
1744798328.5954776,118
1744798328.641606,115
1744798328.703254,118
1744798328.7525582,117
1744798328.804037,118
1744798328.8512073,121
1744798328.8937576,121
1744798328.9549923,123
1744798329.0060236,124
1744798329.0518098,126
1744798329.1009786,120
1744798329.1559293,122
1744798329.194807,122
1744798329.2589285,121
1744798329.309135,115
1744798329.3548133,128
1744798329.4027405,132
1744798329.4603713,140
1744798329.50103,141
1744798329.5621524,136
1744798329.6116917,132
1744798329.6623738,126
1744798329.7079363,143
1744798329.7528458,152
1744798329.8007407,137
1744798329.8643174,139
1744798329.9155645,143
1744798329.9651082,144
1744798330.0063753,172
1744798330.065891,160
1744798330.1174629,159
1744798330.1649678,186
1744798330.2129626,212
1744798330.2609406,188
1744798330.3097517,201
1744798330.35655,175
1744798330.4045637,164
1744798330.470274,159
1744798330.5156667,150
1744798330.5709813,141
1744798330.6117573,1023
1744798330.673414,1023
1744798330.7233412,1023
1744798330.7746124,1023
1744798330.8168385,1023
1744798330.8648198,944
1744798330.912614,492
1744798330.9756992,324
1744798331.0271862,1023
1744798331.0743885,1023
1744798331.122006,1023
1744798331.1685858,635
1744798331.2159464,319
1744798331.279442,179
1744798331.3285985,115
1744798331.3744068,92
1744798331.4282932,76
1744798331.4771695,74
1744798331.5169492,73
1744798331.580576,73
1744798331.6300964,74
1744798331.6801279,73
1744798331.7321787,75
1744798331.7745836,70
1744798331.8198056,70
1744798331.8830838,67
1744798331.9306076,73
1744798331.9781573,73
1744798332.033621,73
1744798332.074987,75
1744798332.126906,73
1744798332.184105,74
1744798332.2315836,72
1744798332.27857,70
1744798332.3258605,69
1744798332.3729532,70
1744798332.4371219,71
1744798332.4871182,70
1744798332.5327296,72
1744798332.5825827,73
1744798332.6361158,71
1744798332.6772196,72
1744798332.7385206,72
1744798332.7898576,70
1744798332.8330486,74
1744798332.8805854,74
1744798332.928085,73
1744798332.9913445,73
1744798333.0430968,74
1744798333.0907686,74
1744798333.1440256,74
1744798333.181599,76
1744798333.2452772,73
1744798333.2940242,74
1744798333.3449657,74
1744798333.3946161,71
1744798333.4359314,71
1744798333.4970546,72
1744798333.546619,65
1744798333.5960314,62
1744798333.6434846,61
1744798333.698908,67
1744798333.7485812,76
1744798333.8003244,68
1744798333.8481355,67
1744798333.8952477,73
1744798333.943118,72
1744798333.9906309,76
1744798334.039835,74
1744798334.1017272,80
1744798334.1492426,75
1744798334.1999207,76
1744798334.2442067,75
1744798334.2918065,74
1744798334.3477495,74
1744798334.4027915,74
1744798334.450688,79
1744798334.4981768,77
1744798334.5562186,73
1744798334.6039407,80
1744798334.657311,81
1744798334.7051225,75
1744798334.756809,68
1744798334.8001962,71
1744798334.8559012,77
1744798334.8947103,76
1744798334.9588342,79
1744798335.0068843,82
1744798335.0562944,84
1744798335.1023388,82
1744798335.1502154,86
1744798335.1977074,90
1744798335.2613254,92
1744798335.3133311,85
1744798335.3633,86
1744798335.4132652,86
1744798335.4626088,92
1744798335.5138543,128
1744798335.5578713,150
1744798335.6102562,155
1744798335.6674907,148
1744798335.7128694,157
1744798335.7679622,144
1744798335.8078845,129
1744798335.8676586,115
1744798335.9194221,103
1744798335.9613495,100
1744798336.0186837,100
1744798336.0704353,98
1744798336.1215785,128
1744798336.167397,124
1744798336.214831,135
1744798336.26283,141
1744798336.3223803,176
1744798336.3579688,146
1744798336.4237587,122
1744798336.4694011,111
1744798336.5245316,108
1744798336.5646179,108
1744798336.612389,104
1744798336.6760218,120
1744798336.7234795,128
1744798336.7772577,129
1744798336.8187194,135
1744798336.8658576,145
1744798336.9290783,143
1744798336.9765136,123
1744798337.0282838,112
1744798337.0748146,108
1744798337.1195247,104
1744798337.1814044,106
1744798337.2315667,111
1744798337.2778428,105
1744798337.3331976,103
1744798337.3722892,99
1744798337.4269474,104
1744798337.483521,112
1744798337.5313854,108
1744798337.5787723,105
1744798337.6345432,107
1744798337.6839783,93
1744798337.7244723,97
1744798337.7849817,102
1744798337.836644,102
1744798337.8880413,101
1744798337.929159,101
1744798337.9763324,104
1744798338.038234,123
1744798338.086638,132
1744798338.1351564,144
1744798338.190827,147
1744798338.229238,137
1744798338.2917774,121
1744798338.340511,108
1744798338.3861513,108
1744798338.443522,109
1744798338.4922893,102
1744798338.5440328,101
1744798338.5910256,101
1744798338.6413143,102
1744798338.686068,104
1744798338.733983,116
1744798338.7831643,122
1744798338.8443034,132
1744798338.8921497,133
1744798338.9393623,131
1744798338.996892,119
1744798339.0449717,114
1744798339.0973306,109
1744798339.144772,104
1744798339.1944287,98
1744798339.2440586,96
1744798339.287969,92
1744798339.3512971,106
1744798339.3986683,104
1744798339.4465575,102
1744798339.4940314,91
1744798339.5510538,78
1744798339.593695,80
1744798339.6521065,78
1744798339.7004611,89
1744798339.7481341,95
1744798339.7972403,88
1744798339.8431664,85
1744798339.9048004,80
1744798339.953981,73
1744798340.002121,78
1744798340.0569131,76
1744798340.097158,82
1744798340.1446815,95
1744798340.207983,95
1744798340.2580163,95
1744798340.3093338,101
1744798340.3506641,128
1744798340.3980436,127
1744798340.4461436,96
1744798340.5097558,83
1744798340.561197,79
1744798340.6098182,73
1744798340.6542468,70
1744798340.699628,65
1744798340.7628958,68
1744798340.8119013,78
1744798340.8598104,87
1744798340.9052875,88
1744798340.9623172,100
1744798341.0092874,86
1744798341.0590491,78
1744798341.110068,72
1744798341.1600776,69
1744798341.2168102,68
1744798341.2643816,67
1744798341.31274,74
1744798341.3602943,72
1744798341.410212,72
1744798341.4694374,66
1744798341.5187368,64
1744798341.5658739,63
1744798341.620327,61
1744798341.6633232,62
1744798341.709298,74
1744798341.7714975,72
1744798341.8211527,70
1744798341.8682346,61
1744798341.916157,62
1744798341.9637566,59
1744798342.0112374,69
1744798342.059477,84
1744798342.1239383,90
1744798342.170592,92
1744798342.2177823,94
1744798342.2656434,88
1744798342.3203452,92
1744798342.3759415,90
1744798342.4234166,99
1744798342.4769018,95
1744798342.5181386,86
1744798342.5795054,77
1744798342.6292768,71
1744798342.6794515,67
1744798342.7247403,68
1744798342.7764592,72
1744798342.8303018,66
1744798342.880558,64
1744798342.9314334,71
1744798342.9820776,67
1744798343.0307858,61
1744798343.082173,62
1744798343.1328104,59
1744798343.1841812,66
1744798343.2319772,62
1744798343.285052,65
1744798343.332421,71
1744798343.3758817,61
1744798343.4273434,60
1744798343.4863756,58
1744798343.5340788,57
1744798343.5819216,54
1744798343.6360378,53
1744798343.685329,53
1744798343.7341957,53
1744798343.788916,52
1744798343.8392947,60
1744798343.8890038,59
1744798343.930927,56
1744798343.9788811,55
1744798344.0410922,63
1744798344.092049,64
1744798344.1410997,68
1744798344.1908872,78
1744798344.2414126,77
1744798344.2915113,81
1744798344.3410814,79
1744798344.3933325,90
1744798344.4416466,87
1744798344.493429,84
1744798344.534982,82
1744798344.582943,79
1744798344.6448133,79
1744798344.700445,58
1744798344.7409406,54
1744798344.7884717,58
1744798344.8360496,56
1744798344.8991485,53
1744798344.9486654,57
1744798344.9939728,59
1744798345.049258,60
1744798345.098456,59
1744798345.151665,60
1744798345.199281,62
1744798345.247101,58
1744798345.300606,60
1744798345.342019,57
1744798345.3899605,58
1744798345.4529288,49
1744798345.5005922,45
1744798345.5506058,39
1744798345.5959513,40
1744798345.643051,36
1744798345.693,39
1744798345.7551818,39
1744798345.8063266,41
1744798345.8499782,40
1744798345.8979683,41
1744798345.957565,49
1744798345.9969358,47
1744798346.0592408,53
1744798346.106578,52
1744798346.1540852,48
1744798346.209959,55
1744798346.2515783,57
1744798346.297573,66
1744798346.361202,89
1744798346.4127252,130
1744798346.462379,855
1744798346.5035722,724
1744798346.5533905,383
1744798346.6144018,234
1744798346.662179,180
1744798346.7091694,149
1744798346.7588687,135
1744798346.8072596,132
1744798346.851789,127
1744798346.915435,125
1744798346.9667,123
1744798347.0127993,122
1744798347.0636468,121
1744798347.1047704,122
1744798347.1676898,121
1744798347.2152839,128
1744798347.262727,123
1744798347.3208468,128
1744798347.3587246,127
1744798347.4066381,133
1744798347.4733841,133
1744798347.5178847,136
1744798347.5736294,139
1744798347.612857,138
1744798347.664616,137
1744798347.7239196,137
1744798347.7758539,140
1744798347.8243527,141
1744798347.8666837,139
1744798347.9163418,142
1744798347.9779327,140
1744798348.025866,144
1744798348.0763712,146
1744798348.1211097,139
1744798348.1701999,140
1744798348.2161639,138
1744798348.279377,140
1744798348.3272512,142
1744798348.3747485,144
1744798348.4240766,141
1744798348.4706874,144
1744798348.5181334,144
1744798348.5813825,151
1744798348.6293173,148
1744798348.6840284,155
1744798348.7231843,151
1744798348.7743478,156
1744798348.834357,153
1744798348.8861349,155
1744798348.9308922,162
1744798348.986675,162
1744798349.0242543,170
1744798349.0878289,166
1744798349.1364741,167
1744798349.182702,168
1744798349.2362673,171
1744798349.2899015,164
1744798349.3265977,161
1744798349.3889778,161
1744798349.4404595,168
1744798349.4837854,164
1744798349.5318632,162
1744798349.5794697,154
1744798349.6434402,152
1744798349.690973,151
1744798349.7410283,143
1744798349.786379,145
1744798349.8341935,137
1744798349.8929756,125
1744798349.9449718,113
1744798349.9925377,99
1744798350.04228,93
1744798350.0889878,89
1744798350.1353314,103
1744798350.198621,115
1744798350.2461016,138
1744798350.2946742,140
1744798350.342047,145
1744798350.3909626,115
1744798350.451456,101
1744798350.4987123,100
1744798350.5464017,104
1744798350.5937102,116
1744798350.6409874,121
1744798350.7024872,106
1744798350.7514715,102
1744798350.7990234,133
1744798350.8517804,165
1744798350.8929877,136
1744798350.947981,108
1744798351.0056581,109
1744798351.04371,110
1744798351.1066916,132
1744798351.1540213,128
1744798351.200744,118
1744798351.2478712,106
1744798351.297806,103
1744798351.3591459,118
1744798351.4087434,132
1744798351.4540522,127
1744798351.5015354,110
1744798351.5489948,112
